Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2013-03-05,13.166060447692871,26.562314987182617,124.62639617919922,13.28973845543773,26.782065054986674,124.95757306073686,12.848773341550588,26.47990936666296,124.10136927932052,12.87106602743715,26.76833034829549,124.1175275559002,638433600,13240700,121431900
2013-03-06,12.9987154006958,26.795787811279297,124.79605102539062,13.291573390097648,26.80952251184507,125.1353009472176,12.961153467495144,26.57603784147944,124.52142189702917,13.268974908566054,26.64470872468204,125.07068015375206,460250000,11653900,94469900
2013-03-07,13.148958206176758,26.864473342895508,125.022216796875,13.192627826140736,26.912543511273842,125.18376261687143,12.858238391580425,26.67219266938216,124.81220846339525,12.963288319537018,26.809537130303568,124.95759600384523,468473600,15094900,86101400
2013-03-08,13.1837739944458,26.933135986328125,125.55525970458984,13.297068928029548,27.070477772054897,125.72487840803794,13.08880133775712,26.802657622410393,124.92522272719853,13.125141729845275,26.89879792026979,125.57141797520607,391482000,11183600,123477800
2013-03-11,13.371578216552734,26.994943618774414,126.03189086914062,13.406392084219293,27.043013772656302,126.03996384616231,12.982831923133599,26.905669353153666,125.30492853220532,13.123611463756706,26.91940405706662,125.45840137170751,474236000,9200400,83746800
2013-03-12,13.083307266235352,26.75459861755371,125.74910736083984,13.402427596225799,26.994952081943094,126.0883694118547,13.057044976925505,26.644723571430134,125.36948044689271,13.302263782563863,26.974348709800857,125.94296962925561,465911600,11375900,105755800
2013-03-13,13.080862998962402,26.692340850830078,125.92686462402344,13.268670234456259,26.886013378045845,126.10456869728336,12.989555764546834,26.66467259305917,125.38567942824247,13.083917663522477,26.851429375127356,125.81378133423568,405549200,14358300,92550900
2013-03-14,13.207598686218262,26.989757537841797,126.59728240966797,13.272948625679193,27.058925516801814,126.6538302131291,13.144995172962776,26.740748591842912,125.93494099506503,13.217675167400177,26.8514189413325,126.2580325643611,303875600,14572500,126329900
2013-03-15,13.548397064208984,26.858346939086914,126.43013000488281,13.565803596377338,26.934430687749224,126.60050314646966,13.352649006164715,26.740758166444788,126.00823302100414,13.373415180070799,26.85142855556021,126.44636014502382,643960800,20781900,138601100
2013-03-18,13.916681289672852,26.80992317199707,125.73239135742188,13.969815810782087,26.934427675652266,126.27598348056199,13.473272243211815,26.67850292417877,125.10766090785528,13.480906457248413,26.706171178011015,125.22124713687008,606197200,11479900,126704300
2013-03-19,13.879121780395508,27.20418930053711,125.44031524658203,14.07700630664126,27.252607425640637,126.17051069092149,13.696199075914116,26.851425659251515,124.61275133101864,14.032114317772091,26.920593655516573,126.00013753122872,526775200,15192000,167567300
2013-03-20,13.805525779724121,27.577701568603516,126.31653594970703,13.975011564973661,27.612285568484463,126.52747823857898,13.729486969352164,27.224940548073775,125.9676560481459,13.968598889047474,27.252608803414553,126.17861071698667,308660800,19271900,113759300
2013-03-21,13.825370788574219,27.716035842895508,125.23748779296875,13.985694156913317,27.96504482457656,126.27599408257326,13.745057431296194,27.501610855650238,125.02654545850802,13.74872204930419,27.563863101070503,125.56201636598084,383255600,23063600,128605000
2013-03-22,14.105713844299316,27.695297241210938,126.24354553222656,14.111514935231341,27.861301537473956,126.24354553222656,13.836981609434185,27.59154257710351,125.53767670057601,13.881871974321442,27.653794847849824,125.63504517595935,395105200,16128500,111163600
2013-03-25,14.156708717346191,27.750625610351562,125.71614837646484,14.351235218906002,27.84054612546266,126.7871147520559,14.101741069130524,27.639955221980287,125.22935560753461,14.190605216293331,27.743709865461565,126.57616007688051,501135600,15718400,151322300
2013-03-26,14.082196235656738,28.144893646240234,126.72221374511719,14.225723051827144,28.15181203085421,126.75466164622785,14.063568165725503,27.75754854275749,126.09748332400042,14.21350765664373,27.75754854275749,126.23540856866803,294294000,13666500,86856600
2013-03-27,13.805525779724121,27.819791793823242,126.72221374511719,13.949664207586887,28.04113253509389,126.76278290648293,13.76430003657505,27.70912142318792,125.75672465247398,13.939281935220125,27.97888028669966,125.96766695961799,331237200,14559900,99950600
2013-03-28,13.51785945892334,27.971969604492188,127.11163330078125,13.79758551471335,28.082640005593017,127.25767978599062,13.486100243525293,27.681460791073942,126.36520787628956,13.736510163213033,27.930469853198435,126.64105832839053,442839600,14227200,102932800
2013-04-01,13.0979642868042,27.9788875579834,126.60865020751953,13.549618368322793,28.00655581748023,127.3063978161379,13.062235476080916,27.78521238009605,126.30033938185937,13.494649900856269,27.937385168738157,127.04676504085101,389732000,8200500,99194100
2013-04-02,13.124839782714844,28.165639877319336,127.23332214355469,13.379830109998942,28.290144386685878,127.5497417052267,13.021316319268417,27.95813060264841,126.86821217396157,13.057962514689418,27.96504898571879,127.0629366657468,529519200,13359200,101504300
2013-04-03,13.19201946258545,27.78521156311035,125.94334411621094,13.353564396486869,28.23481153164737,127.40374745317725,13.140715617591317,27.72296193895853,125.61070666221231,13.17308559980362,28.20714327296409,127.30639135736999,363216000,13639200,154167400
2013-04-04,13.061623573303223,28.041133880615234,126.45446014404297,13.28393888611155,28.075717878362667,126.70597158870122,12.986195542200784,27.80595900190686,125.8297297821711,13.246072789696747,27.854377126471242,126.10558024534667,358447600,11435900,131885000
2013-04-05,12.923592567443848,27.72296142578125,125.88652801513672,12.977033696775004,27.916633955798417,126.04068338442326,12.816098723591738,27.67454065468663,124.7587747734762,12.963290969836864,27.812879306951892,124.90480888334642,383695200,10729500,159666000
2013-04-08,13.015510559082031,28.262466430664062,126.73845672607422,13.054903984325254,28.269382172770623,126.74656560718095,12.901910648700254,27.50852388877067,125.55390394601977,12.973979032015386,27.709114711519632,125.97580098302191,300829200,22757900,86571200
2013-04-09,13.039030075073242,28.158716201782227,127.176513671875,13.085446963462374,28.449227548565524,127.63897966397437,12.909855076132192,28.020377590865873,126.55178347165791,13.020097020812694,28.227886826535173,126.97368031673645,306614000,21056100,101922200
2013-04-10,13.305008888244629,28.40773582458496,128.7343292236328,13.346846207889268,28.47690383668143,128.89659350343268,13.0094028564016,28.158726759292822,127.48488065120567,13.073227071332918,28.207144895478457,127.51732855517724,375928000,9703700,135711100
2013-04-11,13.263480186462402,28.483823776245117,129.15623474121094,13.375247804506714,28.64291232362556,129.57813180038787,13.167895930431964,28.400821629479378,128.62886032224682,13.2448512987668,28.449239768308615,128.75867670660463,328364400,10962500,110142500
2013-04-12,13.125142097473145,28.414644241333008,128.83978271484375,13.257980851162166,28.435394109964964,129.03449486255374,13.103460178651284,28.13796701282209,128.12580515999062,13.257980851162166,28.297055495709508,128.74241426102006,238613200,10394700,116359900
2013-04-15,12.82129192352295,27.729875564575195,125.85408020019531,13.066815675955636,28.352398144409577,128.29620257236374,12.812130376487067,27.70220730800696,125.83786243969395,13.039636827472682,28.25555924642076,128.19072522925563,317520000,16050600,217259000
2013-04-16,13.01643180847168,29.306921005249023,127.71205139160156,13.027729829612236,29.383007370115,127.77695957863783,12.843282193536846,28.53222850937527,126.49505073960606,12.873819876228485,28.63598312302695,126.80334915306476,305771200,32135700,147507800
2013-04-17,12.300623893737793,29.431442260742188,125.8459701538086,12.844197699633696,29.53519693352919,126.82768937371733,12.157402018760546,29.071762737295778,125.17256170014669,12.8341195883533,29.147849145527452,126.80333797325125,945056000,24208000,226834800
2013-04-18,11.97234058380127,29.12017250061035,125.0589828491211,12.391929621660207,29.50060443228595,126.08938017075666,11.90179790001074,29.11325675575724,124.58029891118497,12.367499646817643,29.383015661061627,126.05691988820175,666299200,16034200,167583200
2013-04-19,11.925923347473145,29.50750732421875,126.14615631103516,12.2029013269743,29.58359367741207,126.20295561066526,11.760102206193645,29.18933042776397,125.04274201793761,11.847746446492247,29.244664278257005,125.35105277599953,609274400,13875800,149687600
2013-04-22,12.174497604370117,29.549020767211914,126.70597839355469,12.282297225103383,29.63893863779162,127.00616789136953,11.948519356022244,29.327680005094148,125.55388606197491,11.990355038693556,29.410682131240808,126.38955875586707,429920400,10544100,106553500
2013-04-23,12.402312278747559,29.535186767578125,128.0122528076172,12.471021835443938,29.71502514810586,128.13394793212544,12.178774632561684,29.23084123940654,126.70600482468346,12.33696073242948,29.590520639052034,127.33884423207029,664238400,11216200,166141300
2013-04-24,12.381853103637695,29.154760360717773,128.0933837890625,12.68081800691449,29.67352831988649,128.43414249809186,11.98608322001957,29.120173719234298,127.8175208893967,12.01784325147613,29.49368728309744,128.05281462323182,969651200,11368200,96781200
2013-04-25,12.471022605895996,29.293102264404297,128.61260986328125,12.640812525792706,29.424525195859673,129.2211100827972,12.428880306947006,29.106348083498645,128.27185122594858,12.558055260052841,29.230849991238806,128.46656337301374,384837600,10197100,131060600
2013-04-26,12.740368843078613,29.12017250061035,128.3854522705078,12.78831305953842,29.348431659615713,128.6775329048177,12.467055414541614,29.11325675575724,127.9716641502529,12.514694653759205,29.17550901379596,128.45846933409277,764097600,15159800,95918800
2013-04-29,13.134917259216309,29.217023849487305,129.24546813964844,13.241799544352553,29.25160786567116,129.52942752260324,12.825874216349447,28.99568034100977,128.53149048198748,12.839616131244437,29.217023849487305,128.7343239183711,640326400,11311100,88572800
2013-04-30,13.52152156829834,29.279260635375977,129.55377197265625,13.596950408934315,29.320760377392613,129.58623225662114,13.194462115300755,28.967999377301656,128.68565126614615,13.286991693417562,29.154756132146247,129.22113453182772,691538400,13432200,116010700
2013-05-01,13.414947509765625,29.196258544921875,128.4178924560547,13.587180532223673,29.4383518293876,129.33470346587896,13.265312972019123,29.147840415746757,128.27185833765932,13.572827848306092,29.154758799109,129.26979528660235,506909200,8710600,138874200
2013-05-02,13.605195999145508,29.023330688476562,129.6105499267578,13.698945484422438,29.161669306383907,129.72413614198,13.455865652260675,28.69823797077243,128.62072188840634,13.490983689027194,28.815824080910385,128.74241698329834,421828400,18709600,96407600
2013-05-03,13.74139404296875,29.217023849487305,130.9249267578125,13.84064208428301,29.341525780030924,131.3387149044982,13.716046691755107,29.023348609393373,129.63490903219787,13.782008190908098,29.168603060520347,130.7383234567416,361300800,11757800,144202300
2013-05-06,14.069067001342773,29.10635757446289,131.25755310058594,14.11456731331633,29.25161204634982,131.44415636828376,13.873623925021505,28.961100463984277,130.9654724998565,13.916376180588902,29.25161204634982,131.02227179609466,496641600,9356100,66882100
2013-05-07,14.006462097167969,29.535186767578125,131.92286682128906,14.222974671453947,29.542102512041104,131.96342360300474,13.854994462133764,29.15475749595367,131.16832002983966,14.199155466836137,29.196257239911596,131.5415389853898,483753200,13785300,90359200
2013-05-08,14.16464900970459,29.369182586669922,132.5232391357422,14.211372492855421,29.52135536480084,132.56380829537355,13.919431044693843,29.161675931957937,131.703796583054,14.018067515808449,29.424519101841263,131.7768136424088,472598000,12636300,97419200
2013-05-09,14.041072845458984,29.134014129638672,132.14999389648438,14.232582421095444,29.438359753334808,132.8152808758141,14.004492733638287,29.05101197708102,131.81734421683663,14.134522702077309,29.403773104394173,132.46641344103654,398487600,10113700,106738600
2013-05-10,13.924262046813965,29.154760360717773,132.58010864257812,14.131449755666564,29.217012621361633,132.69369492171356,13.847719942462728,28.94725106617806,131.84990052244248,14.077961888862607,29.127092102967108,132.23934980517186,334852000,9927000,103203000
2013-05-13,13.978667259216309,29.182424545288086,132.68556213378906,14.075805967489202,29.355347189843553,132.90462578880172,13.8790709432658,29.05100428531839,132.10141302038008,13.87937793901444,29.147840544095025,132.4097115341286,316948800,9291000,81843200
2013-05-14,13.644219398498535,29.41068458557129,134.05673217773438,13.992809813858603,29.51443659226524,134.15410068978935,13.591653349775768,29.057920902477225,132.79105294080472,13.951311208958025,29.17550967637199,132.79105294080472,447118000,13023900,119000900
2013-05-15,13.182816505432129,29.687355041503906,134.77871704101562,13.55630735655848,29.811859542792515,135.0464585815771,12.983315155079712,29.320759920259597,133.7970104389237,13.499746239857867,29.396846297557065,133.83757958991183,741613600,12306200,120718500
2013-05-16,13.35895824432373,29.804943084716797,134.14593505859375,13.459478063102093,30.040117955006707,134.9734990474873,12.876956606009747,29.597436467070356,133.94310159719635,13.010367671151783,29.680438586410972,134.5029239314487,603204000,12330000,109913600
2013-05-17,13.318377494812012,29.721948623657227,135.4440460205078,13.52833144358052,29.83261902415711,135.52517196022694,13.249213142431296,29.43835555746437,134.4623268241416,13.496362015237631,29.77728250461193,134.6408212234809,427904400,12611200,129801000
2013-05-20,13.615633010864258,29.313852310180664,135.43594360351562,13.703856549199086,29.708115794130794,135.96331799492512,13.221239425751351,29.258515788213337,135.17632322833666,13.276878723650938,29.708115794130794,135.31424848702096,451578400,9966000,85071200
2013-05-21,13.515115737915039,29.286176681518555,135.63067626953125,13.69402209778392,29.4383494400552,136.14182054927582,13.347276004691011,29.0994199247481,135.08708408344077,13.468698618532667,29.383012932009173,135.557659195274,456022000,9148800,95804200
2013-05-22,13.56706428527832,29.223920822143555,134.62460327148438,13.782244558136224,29.645852408850615,137.17220313270133,13.470848180209323,29.078666464336415,134.007994077924,13.650062331891764,29.244670690804686,135.76858683082628,443038400,13615600,244031800
2013-05-23,13.591350555419922,29.00258445739746,134.235107421875,13.714925421006619,29.099420710502898,134.60832622991197,13.396152076641027,28.746659697248816,133.00999845499499,13.401070577262733,29.002584457397464,133.18849279188677,353021200,10934200,211064400
2013-05-24,13.683877944946289,29.217023849487305,134.12159729003906,13.699555255426052,29.306941763847068,134.17839660214898,13.536634024784489,28.705171438755823,133.04252177969974,13.551696522679856,28.732839707139426,133.44007982455278,276166800,11542100,151573900
2013-05-28,13.569829940795898,29.431442260742188,134.9248046875,13.867084797309964,29.777287651910935,136.12557516742834,13.551694203926235,29.327690226546125,134.52724669442898,13.829890694429626,29.466026272140876,135.52518373747893,386145200,14412100,143679800
2013-05-29,13.677726745605469,28.635984420776367,134.048583984375,13.756114101234573,29.34842470846396,134.5191591180561,13.507119985573427,28.573732177482043,133.33460621189712,13.525564358960647,29.28617246516964,134.21084828358204,330576400,16986600,160363400
2013-05-30,13.881534576416016,28.200227737426758,134.54342651367188,13.971295564937067,28.774329597129697,135.16003547436796,13.664202859696022,28.186393607982176,134.04851261759808,13.699246353385583,28.698245843070094,134.15398992691465,353519600,20874500,107793800
2013-05-31,13.824664115905762,27.660701751708984,132.61251831054688,14.051217161255353,28.200219448514822,134.9329336693096,13.817593362526628,27.660701751708984,132.35289791025124,13.909811943805051,28.117217334834603,134.1702778522378,384302800,26184400,176850100
2013-06-03,13.8551025390625,28.227893829345703,133.34271240234375,13.905515540148167,28.24864370262447,133.43195961381605,13.601805445666377,27.411698724905026,131.9715563260747,13.855409534998511,27.633039501845868,132.9208153681138,372352400,16577200,168390700
2013-06-04,13.811755180358887,28.649831771850586,132.7017059326172,13.969143912901933,28.85734112346488,133.9511664615508,13.752734816077515,28.324738888930817,132.02829763870537,13.931948163311572,28.76742058033809,133.4156833777221,292728800,19241000,157631500
2013-06-05,13.682646751403809,28.117225646972656,130.84371948242188,13.85509796775854,28.635993628366318,132.5880810551124,13.639610696273806,28.082639004007426,130.73013332019966,13.699245868435202,28.635993628366318,132.32033959131078,290589600,16429300,211737800
2013-06-06,13.478225708007812,28.214059829711914,132.02835083007812,13.740744897805165,28.21405982971191,132.03647209156873,13.342663246482958,27.882048662785586,130.01624639592794,13.6937129731428,28.04805292695365,130.7870110592542,416934000,11171600,200225500
2013-06-07,13.581204414367676,28.642911911010742,133.7078094482422,13.625162275468105,28.864252724924636,133.8295045632795,13.303314919021085,28.345484697578204,132.3609924019646,13.417975394552805,28.497657496615492,132.93704483307354,404535600,14459600,188337800
2013-06-10,13.49144458770752,28.483823776245117,133.7078094482422,13.804683775370002,28.718998724240265,134.19460228836243,13.427198730095302,28.386987498586645,133.35892948518355,13.670965743190788,28.70516459334753,134.12158521934003,450153200,11247400,105667100
2013-06-11,13.451788902282715,28.214059829711914,132.32858276367188,13.610407244374176,28.34548009206081,133.49689334578582,13.320222310271289,27.94430092149616,132.03650202314975,13.39461380214693,28.276312088422486,132.49084709063428,286112400,16491600,159505400
2013-06-12,13.285490036010742,28.13048553466797,131.2332305908203,13.563994424715204,28.513544356554842,133.37515113895856,13.26427940969071,28.05387323892497,131.1115354835279,13.510199548302296,28.409075217946487,133.2372258907037,265227200,11611100,177361500
2013-06-13,13.401374816894531,28.1444091796875,133.22909545898438,13.437647930674835,28.193161965162012,133.4643767550139,13.179740263701673,27.635985376290737,130.8681117196638,13.295015546203077,28.074763102388918,131.16019230988869,285832400,17861200,163587800
2013-06-14,13.219701766967773,28.09564971923828,132.39344787597656,13.411519140500268,28.409062306276308,133.60233973434353,13.172054214165726,28.039930745175116,132.1743966563845,13.384160397845312,28.123509206269866,133.0830865805428,271866000,13635100,141197500
